ResponseID,StartDate,EndDate,Finished,isAppointer,isClaimant,isRespondent,isOutcome,isOrder,iiAppointer,iiClaimant,iiRespondent,iiOutcome,iiDamages,ConsentForm,InvestorStateSeen,isShareFeesRespondent,isClaimantReimbursesAll,isClaimantReimbursesSome,isSplitExpenses,isRespondentReimbursesSome,isRespondentReimbursesAll,isRespondentReimbursesAll2,isRespondentReimbursesSome2,isSplitExpenses2,isClaimantReimbursesSome2,isClaimantReimbursesAll2,isOpenEnded,iiShown,iiClaimantDamages,iiShareFeesRespondent,iiClaimantReimbursesAll,iiClaimantReimbursesSome,iiSplitExpenses,iiRespondentReimbursesSome,iiRespondentReimbursesAll,iiRespondentReimbursesAll2,iiRespondentReimbursesSome2,iiSplitExpenses2,iiClaimantReimbursesSome2,iiClaimantReimbursesAll2,iiOpenEnded,backgroundShown,genderMale,genderFemale,anyUS,anyCommon,anyCivil,employmentPrivate,employmentProfessor,employmentGovt,employmentOther,employmentCoded,educationCoded,educationAnswered,numArbitrations0,numArbitrations1Plus,isDisputeYes,isDisputeNo,randomizer,RowID,isReimbursement,isWinner,isAppointerSide,isReimbursementFolded,isSplit,isSome,isAll,isAny
R_3q0xW40mrDpDROF,10/27/2015 12:51,10/27/2015 12:56,1,Blind,a middle income economy,a middle income economy,Claimant without legal merit,1,.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,"If the claim had no merit, claimants should bear the costs.",1,2034.04,100,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,1,0,0,0,Private,JD,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,187,1,Respondent,Blind,5,0,0,1,1
R_3ptiafnqiqzh8yf,10/26/2015 6:13,10/26/2015 6:13,0,Claimant,a high income economy,a low income economy,Claimant without legal merit,1,by the claimant.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,188,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_3PsN4cOxAlbfjQu,11/11/2015 18:20,12/2/2015 2:10,1,Parties,a high income economy,a low income economy,Outside jurisdiction,1,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,1,NA,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,-99,Investor-State Vignette|Investor-Investor Vignette,189,NA,Respondent,Parties,NA,NA,NA,NA,NA
R_3PdY45JrYNTCkGe,10/27/2015 13:28,10/27/2015 13:31,1,Claimant,a middle income economy,a middle income economy,Respondent wins,0,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,1,NA,-99,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,-99,Investor-Investor Vignette|Investor-State Vignette,191,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_3O2KR6BObmofDy0,10/27/2015 12:38,10/27/2015 13:32,1,Respondent,a high income economy,a low income economy,Outside jurisdiction,0,by the respondent.,Fortune 500 company,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,Claimant put respondent to unnecessary expense,1,NA,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,"If I grant all the relief sought by the claimant, or deny all his/her claims,  I am normally inclined to allocate all the winner's expenses to be paid by the loser.  If I award less than the amount sought, the allocation of expenses depends largely on the facts of the dispute and, to a lesser degree, on the conduct of the parties.  If both the claim and a counterclaim have merit, or if the winner's demand for legal fees and out of pocket costs are too much under the circumstances, I might award less than all of either or both.",1,1,0,1,1,0,1,0,0,0,Private,Bachelor's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,193,1,Respondent,Appointed by Winner,5,0,0,1,1
R_3nxyMZJp5hKCbpZ,10/27/2015 17:32,10/27/2015 17:56,1,Blind,a high income economy,a middle income economy,Outside jurisdiction,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,"If a claim has been filed in a forum which does not have the jurisdiction, the Claimant who filed the Claim has unreasonably caused the litigation. The Claimant must bear the entire expenses. The Respondent must not be penalised for the Claimant's fault.",1,2034040,-99,0,0,1,0,0,NA,NA,NA,NA,NA,"Once the claim is proved and the independent assessment of damages have been made, the assessed damage must be awarded. All are equal in the eyes of the Tribunal and the fact of the Respondent being a comparatively economically weaker organisation is not the consideration at all. With regard to the costs of Arbitration, the Claimantand the Respondent are to bear their own expenses, because it is not known if the Respondent would be able to meet even the damages fully given the Respondent's financial status. It is therefore practical to order each party to bear its own expenses",1,1,0,0,1,0,1,0,0,0,Private,Bachelor's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,194,1,Respondent,Blind,5,0,0,1,1
R_3nMCfWPNIi0dPJb,10/27/2015 15:55,10/27/2015 16:08,1,Claimant,a middle income economy,a middle income economy,Outside jurisdiction,0,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,There is no prevailing party so no reason to allocate costs solely to one party or the other.,1,2034040,-99,0,0,1,0,0,NA,NA,NA,NA,NA,"Apparently the only information re damages came from a mutually selected expert - the panel has no reason not to accept his figure, anything else is pure speculation.  Since counsel acted totally professionally, there is no basis for sanctions or punitive damages.  In the absence of a contract provision re allocation of costs and attorneys fees, they normally would be shared and parties would absorb their own costs.",1,1,0,1,1,0,0,0,0,1,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,198,3,Respondent,Appointed by Loser,3,1,0,0,0
R_3nkjrV1cJ0WBVZz,10/27/2015 13:25,10/27/2015 13:31,1,Respondent,a high income economy,a low income economy,Claimant wins,0,by the respondent.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,same as previous question,1,2034040,-99,NA,NA,NA,NA,NA,0,0,1,0,0,"I would award the damages identified by the agreed upon expert.  parties ordinarily should bear their own legal expenses and split the arbitration cost absent a good reason to do otherwise, which is not present here.",1,1,0,NA,NA,NA,0,0,0,1,Private,JD,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,199,3,Claimant,Appointed by Loser,3,1,0,0,0
R_3nJyexDQDC0tng8,10/24/2015 10:14,10/24/2015 12:16,0,Respondent,a middle income economy,a middle income economy,Respondent wins,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2034040,60,0,0,0,1,0,NA,NA,NA,NA,NA,"The winning party ought to be reimbursed for the cost. However if the claimant asked for more than the actual damage thwn the defendant rightly defended itself, and in this respect the claimant does not deserve any payment of costs. If the defendant agreed in the first l=place to pay the amount actually ruled, then the claimant needs to pay the defendant.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,200,NA,Respondent,Appointed by Winner,NA,NA,NA,NA,NA
R_3nGeYwa96HPGUd7,10/27/2015 13:21,11/3/2015 11:09,0,Respondent,a middle income economy,a middle income economy,Claimant without legal merit,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,10,1,0,0,0,0,0,0,0,0,1,"Claimant's claims were manifestly without merit and it should not have initiated an arbitration. Regardless of counsel's professional and ethical conduct during the proceedings, Claimant's counsel should have advised its client against the initiation of an arbitration.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,203,1,Respondent,Appointed by Winner,5,0,0,1,1
R_3nf2L8idTLEhFIQ,10/24/2015 17:13,10/24/2015 17:13,0,Claimant,a high income economy,a middle income economy,Outside jurisdiction,0,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,204,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_3nf2F0UsOoBGi6U,10/25/2015 15:53,10/25/2015 16:03,1,Respondent,a high income economy,a middle income economy,Claimant wins,0,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,"One must presume that the state acted in good faith. Having been declared in the wrong it must compensate but is not responsible for the respondent,s legal fees. There is no requirement in OCSID proceedings that winner takes all.",1,-88,-99,0,0,1,0,0,NA,NA,NA,NA,NA,There is clearly outstanding doubt concerning damages.,1,1,0,0,1,1,0,0,0,1,Academic,Master's,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,205,3,Claimant,Appointed by Loser,3,1,0,0,0
R_3n1abR6ypvf3M9J,10/27/2015 13:28,10/27/2015 13:37,1,Claimant,a middle income economy,a low income economy,Outside jurisdiction,1,by the claimant.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,1,NA,100,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,NA,-99,Investor-Investor Vignette|Investor-State Vignette,206,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_3n0Es43LmRZ4uUq,10/23/2015 16:11,10/23/2015 16:30,1,Claimant,a high income economy,a low income economy,Outside jurisdiction,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,NA,1,1059307,60,0,0,1,0,0,NA,NA,NA,NA,NA,"Damages - the onus of proof lies on the claimant throughout and because the witnesses were of equal credibility, the claimant failed to prove an entitlement to more than the lower amount. /  / Arbitration costs - I do not see the respondent as a ""loser"" in relation to damages, because the claimant recovered only 25% of what  it claimed. It is therefore appropriate to soften the costs award compared with the position if the claimant recovered more. The respondent incurred the costs of proving 75% was not recoverable! The award should acknowledge that the claimant should recover full costs for proving liability. /  / Party costs - similar reasoning. /  / I would also take into account that if the claimant had expressed a willingness to accept $1m before the hearing, the matter may have settled for that figure because of the costs of pursuing an ICC arbitration.",1,1,0,0,1,0,1,0,0,0,Private,NA,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,208,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_3Mtb1P5pZdOvWFB,10/24/2015 2:43,10/24/2015 2:49,1,Respondent,a high income economy,a low income economy,Outside jurisdiction,1,by the respondent.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,0,0,1,0,0,NA,1,2034040,100,NA,NA,NA,NA,NA,1,0,0,0,0,NA,1,1,0,0,0,1,0,1,0,0,Academic,Doctorate,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,209,3,Respondent,Appointed by Winner,3,1,0,0,0
R_3MSBRPd8d5YRmNY,10/24/2015 8:55,10/24/2015 8:56,0,Respondent,a middle income economy,a middle income economy,Claimant wins,1,by the respondent.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-Investor Vignette|Investor-State Vignette,210,NA,Claimant,Appointed by Loser,NA,NA,NA,NA,NA
R_3Msb8mIuuCOv4kg,10/30/2015 10:34,10/30/2015 10:56,1,Blind,a middle income economy,a low income economy,Outside jurisdiction,1,.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,1,0,0,0,0,0,0,1,0,"Although the successful party, in my view, is entitled to be reimbursed for all expenses incurred in prosecuting their case before a tribunal, it will leave an indelibly bitter taste in the mouth of the loser if after all of it he is mulcted with costs on a full indemnity basis. There is a sense in which I believe the drive to promote arbitration will not yield its impact if losers feel literally crushed after their case. There should be some balance in order not to give the impression that you must be absolutely certain of winning before you go to arbitration.",1,2000000,-99,NA,NA,NA,NA,NA,0,0,1,0,0,The scales in this matter appear to be balanced. Each party presented a case that reasonably had merits. The dispute related mainly to the amount actually due the claimant. It is fair in such circumstances to allow each party to bear their own expenses. I believe such an award is fair.,1,1,0,0,1,0,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,211,2,Respondent,Blind,4,0,1,0,1
R_3MPsspqzaetYqR6,10/27/2015 15:11,10/27/2015 15:26,1,Parties,a high income economy,a low income economy,Respondent wins,0,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,31,0,1,0,0,0,NA,NA,NA,NA,NA,"The explanation is brief, but the Tribunal unanimously rejected the two claims or grounds made by the claimant. However claimant probably have some merits to bring the dispute (solely based on the fact that some of the other arbitrators is suggesting a compromise on the fees and expenses. In the event that there were no merits at all, respondent should pay no cost and should be reimbursed for its reasonable costs.",1,2034040,30,NA,NA,NA,NA,NA,0,0,1,0,0,Damages are determine by the independent expert. There is no ground for other damages in the case description.,1,1,0,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,212,2,Respondent,Parties,4,0,1,0,1
R_3MfymdyfhYHRAKK,10/27/2015 16:28,10/27/2015 16:34,1,Blind,a middle income economy,a middle income economy,Respondent wins,0,.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2000000,81,NA,NA,NA,NA,NA,0,0,1,0,0,NA,1,0,1,0,0,1,1,0,0,0,Private,NA,NA,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,214,1,Respondent,Blind,5,0,0,1,1
R_3MEVWhGFNt3vre2,10/24/2015 3:22,10/25/2015 15:05,1,Claimant,a middle income economy,a middle income economy,Claimant without legal merit,0,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2034040,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,Impossible to decide since we do not know what were the amounts of damages claimed by the claimant.,1,1,0,0,0,1,0,1,0,0,Academic,Doctorate,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,215,1,Respondent,Appointed by Loser,5,0,0,1,1
R_3MEFxg29BLnKgwW,10/27/2015 12:42,10/27/2015 12:42,0,Parties,a middle income economy,a low income economy,Claimant without legal merit,0,by the parties.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,216,NA,Respondent,Parties,NA,NA,NA,NA,NA
R_3m7w11upTIkLc2U,10/28/2015 4:05,11/4/2015 4:08,1,Claimant,a high income economy,a middle income economy,Claimant wins,0,by the claimant.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,50,0,0,0,1,0,NA,NA,NA,NA,NA,The Claimant is entitled to be reimbursed cost in proportion to the success percentage of his demand i.e. to be paid in the ratio of his success amount to demand amount.,1,2500000,50,NA,NA,NA,NA,NA,0,0,1,0,0,"The consensus has been on sharing the damages in a fair value and therefore, the fair value in present case should be what is recommended, as it is nearly sharing the difference of estimate. As for the sharing of cost is concerned, both parties should bear their own cost considering that no parties has either failed or succeeded exclusively.",1,1,0,0,1,0,0,0,0,1,Private,Doctorate,1,0,1,1,0,Investor-State Vignette|Investor-Investor Vignette,217,4,Claimant,Appointed by Winner,4,0,1,0,1
R_3m51bmjVYSI13pJ,10/26/2015 5:00,10/26/2015 5:10,1,Respondent,a high income economy,a middle income economy,Claimant without legal merit,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,50,1,0,0,0,0,0,0,0,0,1,If the claimant's claim is manifestly without legal merits is should not have initiated the arbitration,1,85000,-99,NA,NA,NA,NA,NA,1,0,0,0,0,NA,1,1,0,0,0,1,1,0,0,0,Private,JD,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,219,1,Respondent,Appointed by Winner,5,0,0,1,1
R_3m48SbU6COFksOb,10/27/2015 12:49,10/27/2015 12:51,0,Claimant,a high income economy,a middle income economy,Outside jurisdiction,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,220,NA,Respondent,Appointed by Loser,NA,NA,NA,NA,NA
R_3M3TEvbFWjHWUiI,10/27/2015 12:58,10/27/2015 13:07,1,Respondent,a high income economy,a middle income economy,Claimant wins,1,by the respondent.,modest but growing local company in an emerging economy country,modest but growing local company in an emerging economy country,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,50,0,0,1,0,0,0,0,1,0,0,Except in extraordinary circumstances (fraud) or as allowed by agreement or statute it is my opinion the each party should bear their costs of suit.,1,2034040,100,0,0,1,0,0,NA,NA,NA,NA,NA,"Liability has been found against Respondent and is the only evidence before the tribunal. Therefore, that amount should be determined as damages.  As he Respondent lost, the costs of the Tribunal should be assessed against them and each party bears their own attorney's fees as there are no extraordinary (fraud, agreement or statute) to base allocating fees.",1,1,0,1,1,0,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,221,3,Claimant,Appointed by Loser,3,1,0,0,0
R_3m1rP3FoA887EyD,10/27/2015 12:44,10/27/2015 12:45,0,Claimant,a middle income economy,a low income economy,Claimant wins,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,222,NA,Claimant,Appointed by Winner,NA,NA,NA,NA,NA
R_3LZQ35qev2UHU25,10/27/2015 12:45,10/27/2015 12:57,1,Parties,a middle income economy,a middle income economy,Respondent wins,0,by the parties.,modest but growing local company in an emerging economy country,Fortune 500 company,by majority,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,I do not know how clear the proper result was to the panel. If a close call they should have settled it.,1,NA,-99,NA,NA,NA,NA,NA,0,0,1,0,0,"Once again: How clear was the result?  In this and the prior example, rules or guidelines are not relevant to me.",1,1,0,1,1,0,1,0,0,0,Private,JD,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,223,3,Respondent,Parties,3,1,0,0,0
R_3kuOjvbNWRwuyoo,10/27/2015 12:41,10/27/2015 12:43,0,Claimant,a high income economy,a low income economy,Claimant wins,1,by the claimant.,Fortune 500 company,Fortune 500 company,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Investor-State Vignette|Investor-Investor Vignette,228,NA,Claimant,Appointed by Winner,NA,NA,NA,NA,NA
R_3KOWZuU31xVZWuW,10/23/2015 16:15,10/23/2015 16:32,1,Claimant,a middle income economy,a low income economy,Claimant without legal merit,1,by the claimant.,Fortune 500 company,modest but growing local company in an emerging economy country,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,1,0,0,0,0,0,0,0,0,1,"The claim was held to be manifestly without legal merit and, therefore, ought not to have been brought.  The Respondent is a low income country and should not have to bear any burden for having to defend a manifestly unmeritorious claim.",1,2034040,100,1,0,0,0,0,NA,NA,NA,NA,NA,"The respondent lost the case.  The general rule in arbitration in common law traditions is that  costs follow the event, and the victorious party is, generally, entitled to be reimbursed its costs.  It does not appear that there are any reasons to warrant a departure from this rule.",1,1,0,0,1,0,1,0,0,0,Private,Bachelor's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,229,1,Respondent,Appointed by Loser,5,0,0,1,1
R_3khoBAMnNE24usG,10/29/2015 13:57,11/3/2015 12:55,1,Respondent,a high income economy,a low income economy,Respondent wins,1,by the respondent.,Fortune 500 company,Fortune 500 company,unanimously,"agreed on an independent expert randomly selected from a pool of qualified experts who calculated damages for US$2,034,040.00.",1,1,0,0,1,0,0,0,0,0,0,1,0,"Since the Respondent was not considered liable for any violation, it should not pay the fees and expenses of the members of the Tribunal and the charges for the use of the facilities of the Centre. For the same reason (lack of violation by the Respondent) the Claimant should reiumburse some of the Respondent's expenses, but not all, since there is no evidence that the Claimant acted in bad faith in the case and it is acceptable that companies may have some expenses with legal representation in cases like this.",1,2034040,100,0,0,0,1,0,NA,NA,NA,NA,NA,"The Respondent should pay all the fees and expenses of the arbitrators and the ICC administrative expenses fixed by the Court, since it was unanimously decided that it breached the contract and that it should compensate the Claimant for the damages stemming from such violations.The Respondent should reimburse some (but not all) of the Claimant's expenses with legal representation, since there is no evidence that it acted in bad faith during the proceedings and it is acceptable that companies should have expenses with legal representations in cases like this.",1,1,0,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-State Vignette|Investor-Investor Vignette,230,2,Respondent,Appointed by Winner,4,0,1,0,1
R_3KBdccd8kfnaFyr,10/29/2015 3:13,10/29/2015 3:25,1,Parties,a high income economy,a middle income economy,Claimant without legal merit,1,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,0,0,1,0,0,0,0,0,0,1,0,"If the claim was ungrounded, the claimant should compensate Reasonable R's expenses",1,2001050,55,0,0,1,0,0,NA,NA,NA,NA,NA,If RELIABLE experts set such differend damage callculation it might be that there is a fault of both parties,1,0,1,0,0,1,1,0,0,0,Private,Master's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,231,2,Respondent,Parties,4,0,1,0,1
R_3KB1sRvhmqkPpXk,10/23/2015 19:09,10/23/2015 19:16,1,Parties,a high income economy,a low income economy,Outside jurisdiction,0,by the parties.,Fortune 500 company,modest but growing local company in an emerging economy country,by majority,"each presented equally credible witnesses. The claimant’s expert calculated damages for US$4,002,100.00. The respondent’s expert calculated damages for US$1,059,307.00.",1,1,-99,0,0,1,0,0,NA,NA,NA,NA,NA,I tend to fall back on the American rule in a case like this.,1,1059000,50,NA,NA,NA,NA,NA,0,0,1,0,0,"Claimant failed to carry the burden of proof above $1,059,,000.00.  Expenses and counsel fees should be shared equally in light of this failure.",1,1,0,1,1,0,0,0,0,1,Private,Bachelor's,1,0,1,0,1,Investor-Investor Vignette|Investor-State Vignette,232,3,Respondent,Parties,3,1,0,0,0
